device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_percent
25,4500,5.6,8.9,32.9,37.0,0,1.6,13.5,Low,Good,8,10.0,3.13,70.06
10,5000,11.0,17.8,34.9,34.0,0,0.1,9.9,High,Moderate,8,10.0,3.49,76.26
37,3000,1.0,3.0,29.1,14.6,6,2.5,11.9,High,Good,7,10.0,2.32,63.86
1,4500,4.1,5.1,35.7,84.8,2,7.5,18.4,High,Good,7,10.0,4.24,76.83
6,3000,6.8,10.5,30.3,60.1,7,4.5,13.4,Medium,Good,5,10.0,2.74,74.0
17,5000,4.0,7.1,32.7,51.9,0,5.0,8.8,High,Moderate,8,10.0,3.33,70.31
26,4000,6.6,10.6,32.2,58.6,2,4.1,10.0,Low,Good,7,10.0,3.16,66.98
33,3000,5.4,8.9,40.0,43.7,7,2.8,13.4,High,Moderate,5,10.0,4.86,56.88
26,4500,7.2,9.1,32.0,44.5,6,2.9,13.0,High,Good,5,10.0,3.02,65.83
16,3000,3.2,5.5,28.2,82.9,6,4.2,21.3,High,Moderate,5,10.0,2.23,68.32
42,4500,5.8,8.0,33.5,47.3,2,2.2,18.3,Low,Moderate,7,10.0,3.31,54.56
43,5000,6.4,10.3,30.1,72.8,5,1.5,4.9,Low,Good,5,10.0,2.47,55.05
23,3000,5.8,9.3,30.9,64.9,1,2.3,6.7,Low,Good,7,10.0,2.73,66.39
24,4000,5.8,9.3,32.0,85.9,4,1.0,16.4,Low,Good,6,10.0,2.88,61.46
6,3000,7.9,11.7,32.3,41.1,7,1.7,6.1,High,Good,6,10.0,2.99,79.76
5,4000,2.1,4.5,27.6,38.7,3,6.6,10.8,Low,Moderate,7,10.0,2.27,85.13
23,4500,5.7,9.1,31.9,49.0,5,2.7,18.1,High,Moderate,7,10.0,2.97,65.69
32,5000,3.1,4.9,31.6,14.1,7,4.1,11.6,High,Moderate,6,10.0,3.01,65.88
48,5000,7.0,9.6,33.8,61.6,0,4.5,14.9,Medium,Poor,8,10.0,3.56,50.0
28,4000,3.8,6.1,30.4,21.2,7,3.3,11.1,Low,Good,6,10.0,2.66,70.32
42,4500,1.0,3.5,29.9,52.7,7,5.9,9.6,Low,Moderate,5,10.0,2.75,56.45
21,5000,7.1,9.2,33.9,33.3,5,1.9,0.8,Medium,Poor,6,10.0,3.38,68.77
25,4500,5.0,8.2,31.1,71.8,1,4.2,11.3,High,Good,8,10.0,2.9,63.61
27,4000,6.2,10.2,30.3,47.2,7,1.3,7.3,Low,Good,5,10.0,2.51,66.67
20,4000,8.4,14.3,30.2,33.8,3,0.2,16.7,High,Good,7,10.0,2.39,71.01
48,3000,6.2,10.1,32.8,24.0,0,1.8,0.0,Medium,Moderate,9,10.0,3.12,59.1
6,5000,5.8,8.8,31.0,31.4,4,2.9,7.5,Low,Good,8,10.0,2.78,82.68
16,5000,5.4,8.5,29.0,32.5,4,1.4,16.9,High,Moderate,7,10.0,2.19,76.5
19,3000,3.2,4.5,31.0,13.9,2,9.0,19.8,High,Good,8,10.0,3.24,72.75
40,4000,5.1,8.8,32.7,90.6,2,3.0,15.8,Medium,Moderate,6,10.0,3.18,52.1
48,4000,9.4,12.6,33.8,79.1,6,5.1,13.3,High,Poor,4,10.0,3.61,50.0
19,4000,4.7,6.6,31.9,51.8,3,7.8,1.4,Medium,Poor,6,10.0,3.37,73.55
21,4000,5.2,8.2,31.0,26.3,0,3.4,4.7,Medium,Good,8,10.0,2.82,73.85
27,4500,8.0,13.2,29.9,55.0,2,1.9,14.6,Medium,Moderate,6,10.0,2.47,64.57
39,5000,2.4,3.6,26.7,61.5,1,1.2,3.6,Low,Moderate,7,10.0,1.65,67.88
48,5000,6.7,9.3,35.9,63.0,5,0.7,8.8,Medium,Good,6,10.0,3.76,50.0
6,4000,2.3,3.3,32.8,31.1,7,5.4,8.4,Low,Moderate,6,10.0,3.4,75.96
0,4000,6.3,9.1,34.0,17.0,5,5.9,12.1,High,Poor,6,10.0,3.7,83.4
31,4000,5.5,7.9,32.3,22.9,7,8.0,13.4,Low,Moderate,6,10.0,3.47,60.33
12,5000,6.7,9.7,33.6,56.2,5,7.0,0.0,High,Good,6,10.0,3.7,72.5
29,5000,3.5,4.8,31.4,61.7,6,9.7,11.4,Medium,Good,5,10.0,3.4,64.42
22,4000,4.4,4.9,33.5,62.0,2,5.9,6.6,Low,Good,7,10.0,3.58,69.31
18,4500,6.8,10.5,28.9,73.9,3,3.8,12.8,Low,Good,6,10.0,2.37,70.04
31,3000,4.5,7.4,29.0,72.3,7,2.3,1.1,Low,Good,5,10.0,2.27,60.84
29,3000,7.0,12.0,33.3,51.9,1,3.0,15.1,Medium,Moderate,8,10.0,3.34,63.68
28,3000,5.9,9.7,34.0,65.4,4,3.3,6.4,Medium,Good,6,10.0,3.52,60.47
48,5000,4.6,7.7,32.2,20.0,1,8.8,8.1,Low,Good,8,10.0,3.5,56.34
44,5000,4.9,7.6,34.2,75.1,5,7.2,18.2,Medium,Poor,5,10.0,3.85,50.0
28,3000,5.5,6.5,30.5,65.4,3,1.6,9.3,Medium,Moderate,7,10.0,2.57,67.55
29,3000,5.1,7.9,28.8,48.5,4,4.2,14.9,Low,Good,6,10.0,2.37,65.78
15,4500,7.0,10.6,30.8,15.1,0,5.2,9.9,Medium,Good,10,10.0,2.92,75.15
39,5000,4.8,8.2,32.4,30.0,3,4.8,18.3,High,Poor,7,10.0,3.25,58.5
18,5000,4.4,7.1,32.9,39.0,2,2.4,11.7,Low,Good,7,10.0,3.2,71.96
17,3000,7.3,10.9,34.2,33.2,3,3.2,12.6,Medium,Good,7,10.0,3.54,70.41
0,4500,4.7,8.9,25.3,41.7,3,6.4,10.9,High,Good,6,10.0,1.72,87.48
13,4500,4.4,7.5,31.7,33.6,3,2.6,8.5,Low,Good,7,10.0,2.92,76.88
46,3000,1.0,3.0,28.3,54.9,4,1.4,14.4,High,Good,6,10.0,2.03,59.06
1,3000,3.4,5.6,29.9,82.5,3,5.1,6.3,Medium,Good,7,10.0,2.7,83.52
27,5000,3.8,5.8,29.4,25.3,0,3.0,13.6,High,Good,9,10.0,2.42,72.05
48,3000,4.4,6.6,34.3,34.1,3,6.9,14.8,High,Good,6,10.0,3.85,53.99
29,4000,4.1,3.9,35.7,6.5,2,3.4,12.7,Low,Good,8,10.0,3.93,68.9
37,4500,7.5,10.3,32.7,21.2,6,0.1,5.3,Low,Good,6,10.0,2.98,60.14
3,3000,3.9,5.4,28.4,44.9,5,4.0,12.2,High,Good,6,10.0,2.26,85.21
0,4000,4.1,6.6,28.4,63.6,1,4.4,15.2,High,Good,7,10.0,2.29,86.79
7,4500,5.8,7.1,34.8,72.0,4,7.2,3.7,High,Moderate,7,10.0,3.98,71.07
28,4000,3.3,4.4,28.5,34.8,2,1.7,2.4,Medium,Good,8,10.0,2.12,72.34
38,4000,8.6,12.3,34.5,19.1,0,2.2,14.2,Medium,Moderate,8,10.0,3.55,61.23
2,3000,7.1,10.8,31.5,44.5,7,1.8,6.8,Medium,Moderate,5,10.0,2.82,80.63
31,4500,3.2,5.2,31.8,62.5,3,6.8,13.7,Low,Good,7,10.0,3.27,59.84
9,4000,7.5,10.6,27.9,51.4,4,1.2,18.6,Low,Good,6,10.0,1.93,76.7
9,5000,7.9,11.3,32.8,65.5,5,5.2,2.6,Low,Moderate,6,10.0,3.38,71.0
18,4500,3.2,4.1,26.0,27.8,4,1.7,2.2,Low,Good,7,10.0,1.53,79.19
45,5000,3.2,4.4,28.1,43.2,4,3.2,14.0,High,Moderate,7,10.0,2.12,60.2
33,3000,4.3,6.4,32.6,22.0,5,0.7,16.6,Low,Poor,7,10.0,3.0,63.2
32,5000,2.7,5.3,31.8,35.1,7,5.0,18.6,Low,Poor,6,10.0,3.13,59.83
22,4500,3.9,4.9,31.5,23.5,5,2.9,14.0,High,Good,6,10.0,2.89,73.99
27,4000,4.7,8.8,32.3,79.0,2,5.6,9.3,High,Good,7,10.0,3.3,61.37
31,4000,6.5,8.5,35.9,70.6,5,4.9,10.5,Medium,Moderate,6,10.0,4.08,56.28
6,4500,5.7,9.4,29.1,63.1,6,2.3,11.7,High,Good,6,10.0,2.3,75.73
28,4000,5.2,7.3,29.2,74.7,6,1.7,18.4,High,Good,5,10.0,2.27,65.38
7,5000,4.5,5.9,32.8,12.8,1,3.4,11.5,Low,Good,9,10.0,3.25,80.77
0,4000,2.9,5.6,31.3,21.7,1,2.1,6.6,High,Good,9,10.0,2.79,88.07
2,4000,6.7,10.1,32.9,57.5,5,10.7,11.1,Medium,Moderate,5,10.0,3.81,74.1
23,5000,6.6,10.0,32.7,32.6,0,3.3,2.2,High,Good,8,10.0,3.21,72.01
22,5000,4.3,6.1,33.0,53.9,5,7.5,7.2,Medium,Moderate,6,10.0,3.6,66.52
7,5000,3.3,4.4,29.9,37.1,2,4.1,8.5,Low,Moderate,8,10.0,2.61,80.98
46,3000,8.6,12.7,34.3,89.4,2,2.8,8.1,High,Moderate,5,10.0,3.55,50.0
36,5000,6.0,5.8,30.8,60.8,2,1.6,2.1,Medium,Good,7,10.0,2.64,61.04
2,5000,6.3,7.6,33.6,71.8,5,4.4,4.1,Medium,Good,7,10.0,3.49,74.84
32,3000,6.4,10.0,33.5,10.8,7,1.4,9.9,Low,Good,6,10.0,3.25,65.66
27,4000,3.1,5.8,28.3,63.7,3,3.7,14.2,High,Moderate,7,10.0,2.22,68.96
46,5000,8.5,14.1,31.6,50.1,2,4.4,7.9,Low,Good,7,10.0,3.05,54.54
7,4500,4.7,6.1,31.2,61.6,2,2.8,10.4,Medium,Good,8,10.0,2.82,78.97
33,5000,7.1,10.9,28.8,43.4,4,5.6,14.4,Low,Poor,6,10.0,2.48,61.37
34,5000,8.4,10.4,30.4,20.7,5,2.2,23.4,Medium,Good,6,10.0,2.58,61.4
31,3000,5.7,8.1,31.2,25.7,5,6.2,8.4,High,Good,6,10.0,3.08,66.88
23,4500,3.1,5.5,30.4,32.9,6,7.5,5.8,Medium,Moderate,6,10.0,2.98,71.38
13,4000,1.0,3.0,27.1,29.6,4,4.3,14.0,High,Good,7,10.0,1.98,81.31
31,4000,5.4,7.8,37.1,64.2,6,5.6,14.3,Medium,Good,4,10.0,4.41,56.35
45,4500,6.0,9.0,30.2,80.8,4,4.8,3.5,Low,Good,5,10.0,2.75,52.64
42,5000,4.3,7.8,32.2,66.2,2,4.2,4.4,Low,Moderate,7,10.0,3.18,56.33
15,3000,5.8,8.4,30.6,53.5,2,4.2,3.2,Medium,Good,7,10.0,2.78,72.91
3,4500,6.4,9.6,33.2,30.1,5,1.2,6.4,Medium,Good,6,10.0,3.17,80.17
36,4500,7.5,12.8,31.9,41.1,4,6.6,14.3,Low,Good,6,10.0,3.28,61.31
20,4000,5.0,7.3,31.2,58.4,7,3.2,11.8,Low,Good,5,10.0,2.84,66.32
13,3000,5.4,6.5,29.0,37.0,0,3.5,10.8,Medium,Good,8,10.0,2.35,79.54
30,4500,5.1,9.1,32.3,33.7,0,3.0,5.1,Medium,Good,9,10.0,3.1,68.47
47,3000,5.6,9.4,31.8,41.2,1,1.7,4.7,Low,Poor,7,10.0,2.87,58.88
17,5000,4.5,4.5,27.8,51.5,3,2.8,10.4,High,Good,6,10.0,2.02,73.84
6,4000,4.5,6.6,32.5,55.5,3,7.8,9.8,High,Good,7,10.0,3.49,75.09
9,5000,4.6,6.9,27.7,43.1,1,1.8,12.4,High,Good,8,10.0,1.94,84.04
6,3000,5.8,10.1,29.8,24.3,6,0.2,16.9,High,Moderate,6,10.0,2.31,78.61
32,5000,3.8,5.7,30.5,80.1,4,0.7,4.3,Low,Good,5,10.0,2.51,62.35
22,4000,4.6,7.1,33.6,46.1,4,2.5,9.3,Medium,Good,7,10.0,3.36,66.53
20,3000,9.1,13.9,29.5,12.6,2,0.6,10.6,High,Good,8,10.0,2.26,76.07
18,4500,7.3,10.5,29.8,63.0,7,1.8,11.0,Low,Good,4,10.0,2.43,72.77
47,5000,3.6,6.7,33.2,24.4,6,6.9,10.4,High,Moderate,6,10.0,3.6,51.87
18,4000,7.2,10.1,32.7,78.9,3,9.2,9.8,Medium,Moderate,7,10.0,3.64,65.18
35,4500,6.8,9.6,33.3,70.5,2,0.8,10.9,Low,Good,6,10.0,3.15,57.77
28,4000,5.3,7.9,31.6,79.7,2,3.0,12.6,Medium,Good,7,10.0,2.92,62.8
17,3000,4.1,4.8,31.3,82.0,3,2.6,6.5,Medium,Moderate,7,10.0,2.84,68.5
1,3000,3.9,7.6,33.6,51.4,4,5.8,12.3,Low,Moderate,7,10.0,3.6,77.76
0,5000,5.9,8.9,28.0,9.7,6,2.0,12.6,Medium,Poor,7,10.0,2.01,85.64
46,4000,3.8,6.5,35.1,31.7,7,5.7,11.2,Medium,Good,6,10.0,3.95,52.91
4,4000,7.7,10.6,34.1,70.4,0,9.2,17.9,High,Moderate,8,10.0,3.97,75.07
19,4000,8.3,13.1,32.4,47.7,4,13.7,11.1,Medium,Poor,6,10.0,3.92,66.2
10,3000,5.4,8.9,32.4,59.3,4,0.5,11.8,Medium,Moderate,7,10.0,2.93,76.67
41,5000,7.8,12.6,31.8,42.4,7,3.9,5.1,Medium,Good,5,10.0,3.05,57.18
1,4000,4.7,8.9,30.2,64.3,7,3.5,15.2,High,Moderate,4,10.0,2.65,78.77
2,4000,4.1,5.5,31.1,23.3,2,6.9,19.6,Medium,Good,8,10.0,3.11,80.64
22,4500,7.7,11.4,33.2,85.2,2,7.9,10.8,Medium,Good,7,10.0,3.67,65.39
11,4000,8.7,12.1,32.1,35.8,6,3.3,0.0,High,Good,7,10.0,3.08,76.55
19,5000,9.4,14.0,37.2,72.8,2,9.9,15.4,High,Good,7,10.0,4.75,58.88
4,4500,6.2,9.9,32.2,80.9,3,3.0,16.8,Low,Good,7,10.0,3.06,77.44
36,4500,7.2,11.4,27.9,64.8,3,1.6,11.1,Low,Poor,6,10.0,1.95,62.87
37,4500,6.1,10.8,35.3,40.4,1,5.7,7.4,Medium,Good,8,10.0,4.0,56.89
29,3000,8.3,13.0,30.6,47.3,2,1.2,16.4,High,Moderate,7,10.0,2.55,62.81
8,4500,6.4,9.6,32.8,77.7,3,5.5,16.0,Low,Moderate,6,10.0,3.4,73.93
33,4000,7.1,9.6,34.9,59.0,1,5.7,11.3,Low,Good,7,10.0,3.89,59.69
43,3000,3.2,5.7,30.4,82.8,6,6.9,15.7,High,Good,5,10.0,2.95,51.29
34,3000,5.0,7.4,31.2,73.7,5,3.0,6.4,Medium,Moderate,6,10.0,2.83,60.35
21,3000,7.1,11.6,31.5,32.2,2,6.5,16.5,Medium,Good,8,10.0,3.16,68.45
43,3000,6.9,10.0,32.7,12.5,2,0.4,11.4,High,Good,8,10.0,2.99,56.83
23,3000,7.3,12.1,31.7,56.2,0,4.7,8.5,Medium,Moderate,8,10.0,3.08,67.18
16,3000,5.7,9.0,30.6,53.5,3,3.8,10.6,High,Good,6,10.0,2.77,73.27
9,3000,4.2,7.3,33.7,66.6,1,7.6,14.0,Medium,Good,8,10.0,3.76,74.91
29,4500,5.4,8.5,34.3,34.5,2,13.6,11.5,Low,Good,8,10.0,4.35,61.64
45,5000,5.6,7.5,36.7,14.4,3,10.8,19.2,High,Good,8,10.0,4.7,55.06
22,4000,6.0,8.6,28.5,59.6,1,0.8,16.1,Medium,Moderate,9,10.0,2.03,69.76
31,4000,3.6,4.1,27.2,52.2,0,3.5,4.1,Medium,Moderate,8,10.0,1.95,68.45
16,4500,5.0,7.6,34.8,55.6,7,2.1,14.6,High,Moderate,4,10.0,3.6,69.4
16,4500,5.3,6.5,31.4,29.5,1,1.4,15.0,Medium,Good,7,10.0,2.78,75.01
13,3000,1.0,3.0,29.4,86.0,2,4.6,13.1,Low,Moderate,7,10.0,2.54,72.6
8,5000,7.2,7.1,32.3,54.1,4,1.8,5.2,Medium,Moderate,6,10.0,3.0,77.91
39,3000,5.8,9.6,30.1,47.9,7,4.0,15.6,Low,Good,5,10.0,2.65,60.62
1,4500,6.0,7.9,34.0,20.1,6,2.7,11.3,Medium,Moderate,5,10.0,3.47,82.01
44,3000,4.5,5.7,33.4,44.4,4,4.7,4.9,Low,Poor,7,10.0,3.47,55.43
24,4000,6.7,11.4,32.2,80.5,0,2.1,11.8,Low,Moderate,7,10.0,3.0,64.49
38,4000,3.8,6.1,33.7,78.2,5,6.7,15.7,Medium,Good,5,10.0,3.69,56.44
8,3000,4.2,7.1,27.2,24.8,2,2.9,5.8,Medium,Good,8,10.0,1.89,83.98
21,5000,6.8,9.1,33.0,69.5,2,1.8,5.8,High,Good,7,10.0,3.17,69.15
42,3000,6.2,10.3,27.7,93.9,7,3.2,13.6,Low,Moderate,5,10.0,2.04,52.72
45,3000,2.9,4.3,34.5,36.1,3,5.1,11.8,High,Good,7,10.0,3.77,56.2
3,5000,8.7,13.1,34.0,61.2,7,2.0,14.1,Medium,Moderate,4,10.0,3.42,74.76
25,5000,4.0,7.5,29.5,67.1,7,3.4,10.4,High,Good,5,10.0,2.47,67.95
28,5000,5.2,6.7,33.0,27.4,4,3.1,22.5,Low,Good,6,10.0,3.27,67.14
44,4000,9.0,14.4,31.3,77.2,3,1.4,8.2,Low,Poor,6,10.0,2.74,51.6
33,3000,1.4,3.0,28.9,47.1,2,6.5,13.3,High,Moderate,7,10.0,2.56,67.64
22,4500,2.1,3.0,30.7,55.5,0,7.8,7.7,Low,Good,8,10.0,3.07,69.98
36,5000,6.4,8.5,37.1,58.8,7,5.1,3.0,High,Good,5,10.0,4.38,52.55
10,5000,1.0,3.0,33.4,72.3,7,8.8,9.4,Low,Good,5,10.0,3.78,71.49
5,3000,1.4,3.0,26.5,37.1,5,2.5,8.6,High,Moderate,7,10.0,1.69,84.65
17,4500,7.9,13.0,33.5,23.4,4,2.7,18.9,Medium,Good,7,10.0,3.35,72.98
20,3000,4.7,7.1,30.5,74.7,6,5.0,12.2,Low,Poor,5,10.0,2.83,67.42
41,3000,9.9,14.2,33.5,53.7,3,1.8,6.2,Low,Moderate,7,10.0,3.3,53.09
35,5000,3.4,3.7,29.8,53.2,0,0.6,10.3,Low,Poor,8,10.0,2.34,66.47
40,5000,4.9,6.8,34.8,34.1,2,7.5,5.5,High,Poor,7,10.0,4.02,58.22
37,4000,6.6,11.1,33.9,66.5,7,2.0,8.8,Low,Poor,5,10.0,3.39,57.52
33,4500,6.4,9.8,30.0,10.0,7,7.3,15.2,Medium,Moderate,5,10.0,2.89,66.34
16,4500,5.0,7.3,36.0,71.9,1,5.6,12.4,Medium,Good,7,10.0,4.16,68.9
36,5000,4.2,8.0,34.6,66.9,1,5.0,1.8,Low,Moderate,8,10.0,3.79,56.35
24,5000,6.0,8.5,33.8,55.8,4,6.2,6.1,Medium,Good,6,10.0,3.69,66.0
37,5000,8.3,11.6,30.6,40.7,5,2.4,5.9,Low,Good,5,10.0,2.66,63.28
11,4500,7.0,10.9,34.3,72.3,5,7.4,6.6,High,Good,5,10.0,3.89,71.57
22,4000,4.2,6.8,31.7,82.2,0,10.0,11.5,High,Moderate,8,10.0,3.47,68.7
41,4500,3.5,4.7,32.7,76.7,3,7.3,15.2,High,Moderate,7,10.0,3.52,52.42
21,5000,4.1,5.4,34.0,50.1,6,1.5,8.3,Low,Good,6,10.0,3.38,69.41
20,5000,3.0,5.9,32.0,55.4,0,4.3,6.9,High,Good,9,10.0,3.11,69.48
26,4000,5.8,8.3,34.2,85.5,4,1.1,14.2,Medium,Moderate,5,10.0,3.4,62.1
30,3000,7.1,9.2,34.0,18.5,2,5.6,11.6,Low,Moderate,7,10.0,3.69,65.89
5,3000,5.4,8.2,32.6,42.4,5,2.7,7.4,Medium,Poor,6,10.0,3.15,80.63
26,4500,8.9,14.3,37.9,48.2,0,0.6,8.1,High,Good,9,10.0,4.22,63.92
39,3000,9.1,13.4,35.2,49.7,7,2.5,8.5,Low,Good,5,10.0,3.73,51.45
33,3000,6.1,9.7,31.4,26.3,4,3.6,15.6,Medium,Good,6,10.0,2.92,62.0
11,4500,6.9,9.3,32.5,88.0,6,1.9,12.2,Medium,Good,5,10.0,3.06,68.47
44,5000,3.7,6.2,31.6,74.9,7,7.5,19.2,High,Good,5,10.0,3.27,52.16
6,3000,4.8,6.2,32.5,82.8,4,2.2,12.7,High,Moderate,6,10.0,3.08,77.33
9,5000,8.0,12.4,31.7,31.1,3,1.9,5.6,Medium,Moderate,7,10.0,2.86,75.83
44,4500,4.3,7.3,29.1,62.3,2,0.5,1.7,High,Moderate,7,10.0,2.17,57.59
16,5000,8.5,12.8,30.6,19.1,0,6.4,6.9,Low,Moderate,9,10.0,2.96,78.53
25,5000,7.7,10.4,33.4,28.2,4,3.9,1.8,Low,Good,7,10.0,3.41,67.0
20,4500,7.0,9.3,33.7,81.2,2,6.9,6.1,Medium,Moderate,6,10.0,3.71,66.32
27,5000,3.2,6.3,30.4,32.6,7,4.0,10.1,Low,Good,6,10.0,2.74,68.75
45,3000,4.9,6.5,31.5,8.3,3,8.7,3.5,Medium,Moderate,7,10.0,3.34,60.85
1,3000,6.8,10.9,30.3,32.4,6,5.4,13.9,Medium,Moderate,6,10.0,2.81,83.61
42,3000,3.5,5.4,29.3,49.6,7,5.0,7.5,Medium,Good,6,10.0,2.55,56.2
0,3000,5.1,6.7,32.4,56.8,7,3.5,14.0,Medium,Good,6,10.0,3.15,81.27
35,5000,7.0,10.0,30.8,74.3,4,0.4,5.3,High,Poor,6,10.0,2.54,59.3
25,3000,4.4,8.2,28.7,56.1,3,2.1,13.6,Low,Good,6,10.0,2.19,69.01
28,5000,3.8,9.2,30.1,23.4,2,1.7,7.5,Low,Good,9,10.0,2.49,70.79
20,4000,1.9,3.0,30.4,9.8,3,3.5,8.8,High,Moderate,7,10.0,2.69,76.71
10,5000,4.7,6.7,30.0,69.1,0,2.4,6.8,High,Good,7,10.0,2.51,80.71
39,3000,7.0,8.9,31.6,9.3,3,6.8,9.2,High,Moderate,7,10.0,3.22,60.07
10,4000,3.8,4.0,34.4,42.5,6,6.2,12.9,High,Good,6,10.0,3.83,72.7
35,4500,5.5,7.4,34.7,21.4,1,2.9,3.1,Medium,Good,8,10.0,3.65,63.11
48,5000,5.1,7.1,32.8,66.4,1,3.9,21.1,High,Good,8,10.0,3.28,50.0
38,3000,4.2,6.2,32.4,77.3,1,2.0,21.2,Low,Moderate,7,10.0,3.03,59.52
39,3000,7.2,11.5,27.0,50.5,1,5.4,7.5,Medium,Good,7,10.0,2.04,62.82
34,3000,8.8,13.4,36.1,4.6,0,5.0,15.0,Low,Good,8,10.0,4.13,60.83
33,4500,7.5,12.0,34.7,78.0,7,10.4,4.0,Low,Good,5,10.0,4.21,55.82
46,4000,4.1,5.5,35.0,83.4,4,3.4,1.8,Low,Good,6,10.0,3.74,50.0
23,4000,9.5,14.2,31.9,71.7,1,8.3,19.7,High,Good,7,10.0,3.4,61.84
21,3000,7.5,10.9,28.9,50.5,7,1.3,14.0,Low,Moderate,5,10.0,2.17,72.42
4,5000,4.6,5.6,28.7,96.8,5,3.8,10.8,Low,Good,4,10.0,2.32,77.82
32,3000,3.9,4.0,31.9,91.1,1,2.8,13.8,Low,Good,8,10.0,2.99,62.44
35,3000,7.7,10.9,35.0,74.6,6,4.1,6.7,High,Good,6,10.0,3.81,54.64
46,5000,5.8,6.3,32.8,63.0,4,4.5,10.5,Low,Good,6,10.0,3.34,54.84
19,3000,3.8,4.6,28.2,52.8,1,0.9,11.2,High,Moderate,8,10.0,1.98,78.0
18,4500,5.2,8.4,36.8,86.0,5,6.8,2.8,Medium,Good,5,10.0,4.42,65.82
34,3000,4.7,7.2,32.0,19.4,4,6.8,15.8,Low,Good,7,10.0,3.31,60.37
42,4500,3.9,5.8,34.1,41.9,1,3.1,7.8,High,Good,8,10.0,3.52,54.96
16,3000,7.5,12.5,37.0,44.9,5,3.2,4.1,Medium,Good,6,10.0,4.2,68.16
44,4000,7.1,9.9,28.2,55.1,7,4.5,18.5,Low,Good,6,10.0,2.24,54.95
42,5000,7.2,11.4,31.6,48.3,4,6.6,16.2,Medium,Moderate,6,10.0,3.2,54.89
33,4000,7.1,9.9,36.1,56.1,4,4.5,9.0,Low,Good,6,10.0,4.09,56.78
8,3000,3.7,5.8,31.4,83.9,2,6.2,3.8,Low,Good,6,10.0,3.13,75.83
25,3000,4.3,6.6,31.9,41.9,3,1.8,12.7,Medium,Good,6,10.0,2.92,70.59
1,4500,8.4,12.8,34.3,27.4,4,8.5,10.4,Medium,Good,7,10.0,3.97,79.81
8,3000,5.7,8.2,27.8,35.7,1,2.4,21.0,High,Good,7,10.0,2.0,82.39
8,3000,2.6,4.2,30.1,54.8,0,5.1,16.7,Low,Poor,9,10.0,2.73,80.84
39,3000,5.9,9.3,34.0,20.6,4,3.6,7.8,Medium,Poor,6,10.0,3.53,58.18
16,4000,6.8,8.8,34.1,43.7,1,3.9,17.3,High,Good,7,10.0,3.6,69.0
0,4500,6.5,10.7,34.7,49.1,7,3.7,16.8,Low,Good,4,10.0,3.71,79.24
24,4000,3.6,4.2,31.4,15.9,4,3.0,1.3,Low,Moderate,7,10.0,2.89,69.21
42,4500,9.3,13.0,34.2,79.1,2,9.0,13.0,Medium,Moderate,6,10.0,4.0,50.0
39,4000,2.5,4.0,32.2,74.9,0,1.6,16.1,Medium,Good,7,10.0,2.97,56.76
41,3000,5.7,9.2,30.9,45.2,0,2.8,8.0,Medium,Good,8,10.0,2.76,60.41
24,4000,9.0,13.7,33.1,88.0,1,6.9,3.9,Low,Moderate,7,10.0,3.58,63.58
38,4000,6.7,10.4,29.7,27.0,3,6.9,25.1,Medium,Good,7,10.0,2.77,59.44
34,4500,7.2,9.6,31.5,29.8,6,4.2,18.0,Medium,Good,6,10.0,3.01,63.41
2,4500,3.4,4.6,28.4,56.5,2,1.8,11.5,High,Good,7,10.0,2.1,86.55
36,4000,6.2,7.2,29.6,29.7,3,4.2,0.0,Medium,Good,8,10.0,2.56,64.09
43,4500,5.4,7.2,32.4,69.7,0,1.8,8.1,High,Good,8,10.0,3.03,57.15
43,4500,3.2,3.5,30.8,62.3,6,1.4,20.0,Medium,Good,5,10.0,2.62,54.17
29,4500,7.2,10.9,32.0,21.4,5,3.8,16.9,Medium,Good,6,10.0,3.09,67.72
37,5000,3.9,8.1,29.8,45.5,0,0.8,8.9,High,Poor,8,10.0,2.34,66.1
33,4500,4.1,6.9,36.1,62.4,6,8.2,7.7,Low,Moderate,5,10.0,4.37,54.62
11,5000,6.4,7.3,30.6,60.7,5,2.1,17.6,Low,Good,6,10.0,2.63,76.01
18,5000,5.2,6.3,33.7,69.1,7,3.0,9.0,Low,Moderate,6,10.0,3.43,65.2
36,4500,5.8,7.5,34.4,53.9,7,2.1,9.6,High,Moderate,5,10.0,3.51,59.14
43,4000,5.1,5.9,33.6,25.0,7,1.3,12.4,Medium,Good,6,10.0,3.26,53.79
48,4500,8.3,12.2,35.9,12.8,3,0.2,13.2,High,Poor,7,10.0,3.73,50.03
16,3000,3.6,5.7,30.3,76.3,5,1.6,4.8,Low,Moderate,6,10.0,2.52,72.21
9,4000,4.6,5.6,32.7,73.7,5,8.5,13.4,High,Good,5,10.0,3.6,75.71
48,5000,6.5,9.5,31.9,64.1,4,7.6,5.3,High,Moderate,5,10.0,3.36,53.68
46,5000,3.5,5.5,31.0,30.4,7,0.7,16.8,Low,Good,6,10.0,2.61,55.65
11,4000,3.4,5.9,30.9,58.7,7,8.2,8.6,Medium,Moderate,5,10.0,3.15,74.01
